github_repo,production_path,estratos,n_amostras,cs_blob,cs_blob_any,cs_blob_any_major,cs_blob_maioria,cs_blob_sev_media,cs_blob_unanime,cs_blob_sev_max,cs_blob_n_reviews,cs_data_class,cs_data_class_any,cs_data_class_any_major,cs_data_class_maioria,cs_data_class_sev_media,cs_data_class_unanime,cs_data_class_sev_max,cs_data_class_n_reviews,cs_feature_envy,cs_feature_envy_any,cs_feature_envy_any_major,cs_feature_envy_maioria,cs_feature_envy_sev_media,cs_feature_envy_unanime,cs_feature_envy_sev_max,cs_feature_envy_n_reviews,cs_long_method,cs_long_method_any,cs_long_method_any_major,cs_long_method_maioria,cs_long_method_sev_media,cs_long_method_unanime,cs_long_method_sev_max,cs_long_method_n_reviews,n_testes,n_testes_nome_divergente,test_paths,loc_teste,n_metodos_teste,ts_assertion_roulette,ts_conditional_test_logic,ts_dependent_test,ts_duplicate_assert,ts_eager_test,ts_exception_catching_throwing,ts_general_fixture,ts_lazy_test,ts_magic_number_test,ts_mystery_guest,ts_redundant_assertion,ts_resource_optimism,ts_verbose_test,ts_n_distintos,ts_n_total
test-smells-Jprotobuf-rpc-socket,/jprotobuf-rpc-core/src/main/java/com/baidu/jprotobuf/pbrpc/data/RpcMeta.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,2,0,/jprotobuf-rpc-core/src/test/java/com/baidu/jprotobuf/pbrpc/data/RpcDataPackageTest.java|/jprotobuf-rpc-core/src/test/java/com/baidu/jprotobuf/pbrpc/data/RpcMetaTest.java,235,7,14,5,0,0,4,0,0,6,3,0,0,0,1,7,33
test-smells-MOE,/client/src/main/java/com/google/devtools/moe/client/testing/InMemoryProjectContextFactory.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,9,0,/client/src/test/java/com/google/devtools/moe/client/directives/BookkeepingDirectiveTest.java|/client/src/test/java/com/google/devtools/moe/client/directives/ChangeDirectiveTest.java|/client/src/test/java/com/google/devtools/moe/client/directives/CreateCodebaseDirectiveTest.java|/client/src/test/java/com/google/devtools/moe/client/directives/DetermineMetadataDirectiveTest.java|/client/src/test/java/com/google/devtools/moe/client/directives/FindEquivalenceDirectiveTest.java|/client/src/test/java/com/google/devtools/moe/client/directives/HighestRevisionDirectiveTest.java|/client/src/test/java/com/google/devtools/moe/client/directives/LastEquivalenceDirectiveTest.java|/client/src/test/java/com/google/devtools/moe/client/directives/NoteEquivalenceDirectiveTest.java|/client/src/test/java/com/google/devtools/moe/client/directives/OneMigrationDirectiveTest.java,891,75,15,0,0,0,0,3,0,5,9,0,0,0,3,22,35
test-smells-RapidView,/luaj_virtual_machine/src/core/org/luaj/vm2/lib/OneArgFunction.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,/luaj_virtual_machine/test/junit/org/luaj/vm2/OrphanedThreadTest.java|/luaj_virtual_machine/test/junit/org/luaj/vm2/script/ScriptEngineTests.java,489,7,32,0,0,2,0,1,0,0,15,0,0,0,1,5,51
test-smells-SapMachine,/src/java.base/share/classes/java/time/OffsetDateTime.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,7,0,/test/jdk/java/time/test/java/time/TestOffsetDateTime.java|/test/jdk/java/time/test/java/time/TestOffsetDateTime_instants.java|/test/jdk/java/time/test/java/time/chrono/TestJapaneseChronoImpl.java|/test/jdk/java/time/test/java/time/chrono/TestUmmAlQuraChronology.java|/test/jdk/java/time/test/java/time/format/TestDateTimeFormatter.java|/test/jdk/java/time/test/java/time/temporal/TestIsoWeekFields.java|/test/jdk/java/time/test/java/util/TestFormatter.java,2480,179,87,46,5,3,0,8,1,0,76,0,0,0,4,22,230
test-smells-SapMachine,/src/java.base/share/classes/java/util/OptionalDouble.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,4,0,/test/jdk/java/util/stream/test/org/openjdk/tests/java/util/stream/FindAnyOpTest.java|/test/jdk/java/util/stream/test/org/openjdk/tests/java/util/stream/FindFirstOpTest.java|/test/jdk/java/util/stream/test/org/openjdk/tests/java/util/stream/MinMaxTest.java|/test/jdk/java/util/stream/test/org/openjdk/tests/java/util/stream/SortedOpTest.java,747,54,49,1,4,4,0,1,0,0,27,0,1,0,1,10,88
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Exchanger.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/test/jdk/java/util/concurrent/tck/ExchangerTest.java,180,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test-smells-SapMachine,/src/java.base/share/classes/java/util/zip/ZipFile.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,2,0,/test/jdk/java/util/jar/JarFile/mrjar/TestVersionedStream.java|/test/jdk/java/util/zip/ZipFile/StreamZipEntriesTest.java,352,13,7,0,0,0,0,4,0,0,2,4,0,4,0,5,21
test-smells-SapMachine,/src/java.net.http/share/classes/jdk/internal/net/http/WindowController.java,positivo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.8333,1,1,1,0.8333,0,2,6,1,0,/test/jdk/java/net/httpclient/whitebox/java.net.http/jdk/internal/net/http/WindowControllerTest.java,147,5,53,0,0,12,0,0,0,0,42,0,0,0,1,4,108
test-smells-SapMachine,/src/java.sql/share/classes/java/sql/SQLInvalidAuthorizationSpecException.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/test/jdk/java/sql/testng/test/sql/SQLInvalidAuthorizationSpecExceptionTests.java,239,14,1,3,0,0,0,0,0,0,7,0,0,0,0,3,11
test-smells-SapMachine,/src/jdk.compiler/share/classes/com/sun/tools/javac/code/Symbol.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,1,/test/langtools/tools/javac/processing/model/type/BasicAnnoTests.java,574,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test-smells-SapMachine,/src/jdk.compiler/share/classes/com/sun/tools/javac/comp/Resolve.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/test/langtools/tools/javac/modules/ResolveTest.java,219,9,0,6,0,0,0,0,0,0,0,0,0,0,0,1,6
test-smells-SapMachine,/src/jdk.compiler/share/classes/com/sun/tools/javac/tree/TreeMaker.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/test/langtools/tools/javac/tree/MakeTypeTest.java,203,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test-smells-SapMachine,/src/jdk.jconsole/share/classes/sun/tools/jconsole/Resources.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,2,0,/test/jdk/java/lang/Class/getResource/ResourcesTest.java|/test/jdk/java/lang/ClassLoader/getResource/modules/ResourcesTest.java,188,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test-smells-Wilma,/browsermob-proxy/src/main/java/net/lightbody/bmp/core/har/HarPostData.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/browsermob-proxy/src/test/java/net/lightbody/bmp/proxy/MailingListIssuesTest.java,400,35,7,0,18,1,0,0,0,0,1,9,0,0,1,6,37
test-smells-Wilma,/wilma-application/modules/wilma-core/src/main/java/com/epam/wilma/core/processor/entity/Base64DecoderProcessor.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/wilma-application/modules/wilma-core/src/test/java/com/epam/wilma/core/processor/entity/Base64DecoderProcessorTest.java,106,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
test-smells-Wilma,/wilma-service-api/src/main/java/com/epam/wilma/service/configuration/StubConfiguration.java,disputado,1,,,,,,,,,0.5,1,1,0,0.5,0,2,6,,,,,,,,,,,,,,,,,2,0,/wilma-service-api/src/test/java/com/epam/wilma/service/client/WilmaServiceTest.java|/wilma-service-api/src/test/java/com/epam/wilma/service/configuration/StubConfigurationTest.java,596,75,6,0,0,0,0,0,0,4,2,0,0,0,0,4,12
test-smells-aCute,/org.eclipse.acute.SWTBotTests/src/org/eclipse/acute/SWTBotTests/dotnettest/TestRun.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,/org.eclipse.acute.SWTBotTests/src/org/eclipse/acute/SWTBotTests/dotnettest/AllTestTests.java|/org.eclipse.acute.SWTBotTests/src/org/eclipse/acute/SWTBotTests/dotnettest/TestRun.java,136,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2
test-smells-acceleo,/plugins/org.eclipse.acceleo.model/src-gen/org/eclipse/acceleo/model/mtl/MtlPackage.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,4,0,/tests/org.eclipse.acceleo.model.tests/src-gen/org/eclipse/acceleo/model/tests/unit/MtlAdapterFactoryTest.java|/tests/org.eclipse.acceleo.model.tests/src-gen/org/eclipse/acceleo/model/tests/unit/MtlFactoryTest.java|/tests/org.eclipse.acceleo.parser.tests/src/org/eclipse/acceleo/parser/tests/AcceleoParserTests.java|/tests/org.eclipse.acceleo.standalone.tests/src/org/eclipse/acceleo/standalone/tests/loading/LoadingTests.java,1201,64,101,11,0,34,21,10,1,5,6,2,0,2,2,18,195
test-smells-acceleo,/tests/org.eclipse.acceleo.traceability.tests/src/org/eclipse/acceleo/traceability/tests/unit/library/AcceleoTraceabilityLibraryOclTests.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,/tests/org.eclipse.acceleo.traceability.tests/src/org/eclipse/acceleo/traceability/tests/suite/AllTraceabilityTests.java|/tests/org.eclipse.acceleo.traceability.tests/src/org/eclipse/acceleo/traceability/tests/unit/library/AcceleoTraceabilityLibraryOclTests.java,172,4,31,2,0,0,0,0,0,0,12,0,0,0,2,4,47
test-smells-accumulo,/core/src/main/java/org/apache/accumulo/core/master/thrift/TableInfo.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,5,3,/server/base/src/test/java/org/apache/accumulo/server/master/balancer/ChaoticLoadBalancerTest.java|/server/base/src/test/java/org/apache/accumulo/server/master/balancer/DefaultLoadBalancerTest.java|/server/base/src/test/java/org/apache/accumulo/server/master/balancer/TableLoadBalancerTest.java|/server/master/src/test/java/org/apache/accumulo/master/tableOps/ShutdownTServerTest.java|/server/monitor/src/test/java/org/apache/accumulo/monitor/rest/tservers/TabletServerInformationTest.java,875,7,24,21,0,0,1,0,0,1,36,0,0,0,8,16,91
test-smells-accumulo,/core/src/main/java/org/apache/accumulo/core/security/VisibilityEvaluator.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/core/src/test/java/org/apache/accumulo/core/security/VisibilityEvaluatorTest.java,172,6,14,5,0,2,2,6,0,2,0,0,0,0,1,7,32
test-smells-accumulo,/iterator-test-harness/src/main/java/org/apache/accumulo/iteratortest/IteratorTestCaseFinder.java,disputado,1,0.3333,1,0,0,0.3333,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,4,0,/test/src/test/java/org/apache/accumulo/test/iterator/AgeOffFilterTest.java|/test/src/test/java/org/apache/accumulo/test/iterator/CfCqSliceFilterTest.java|/test/src/test/java/org/apache/accumulo/test/iterator/SummingCombinerTest.java|/test/src/test/java/org/apache/accumulo/test/iterator/WholeRowIteratorTest.java,541,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test-smells-accumulo,/server/base/src/main/java/org/apache/accumulo/server/client/BulkImporter.java,disputado,1,0.1667,1,0,0,0.1667,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,1,1,/server/base/src/test/java/org/apache/accumulo/server/client/BulkImporterTest.java,195,8,13,0,0,1,0,0,0,0,3,0,0,0,1,4,18
test-smells-accumulo,/server/base/src/main/java/org/apache/accumulo/server/util/Admin.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,/server/base/src/test/java/org/apache/accumulo/server/util/AdminCommandsTest.java|/server/base/src/test/java/org/apache/accumulo/server/util/AdminTest.java,176,12,7,0,0,0,0,0,0,0,3,0,0,0,0,2,10
test-smells-accumulo,/server/tserver/src/main/java/org/apache/accumulo/tserver/InMemoryMap.java,negativo_confiavel,2,0.0,0,0,0,0.0,0,0,2,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,1,/server/tserver/src/test/java/org/apache/accumulo/tserver/InMemoryMapTest.java,950,5,40,12,8,14,0,1,0,0,4,0,0,0,5,7,84
test-smells-accumulo,/server/tserver/src/main/java/org/apache/accumulo/tserver/replication/BatchWriterReplicationReplayer.java,disputado,1,0.375,1,1,0,0.375,0,2,8,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/server/tserver/src/test/java/org/apache/accumulo/tserver/replication/BatchWriterReplicationReplayerTest.java,201,7,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3
test-smells-accumulo,/shell/src/main/java/org/apache/accumulo/shell/Shell.java,disputado|negativo_confiavel,2,,,,,,,,,,,,,,,,,0.1667,1,0,0,0.1667,0,1,6,0.0,0,0,0,0.0,0,0,2,6,2,/shell/src/test/java/org/apache/accumulo/shell/ShellConfigTest.java|/shell/src/test/java/org/apache/accumulo/shell/commands/DeleteAuthsCommandTest.java|/shell/src/test/java/org/apache/accumulo/shell/commands/DropUserCommandTest.java|/shell/src/test/java/org/apache/accumulo/shell/commands/HistoryCommandTest.java|/shell/src/test/java/org/apache/accumulo/shell/commands/SetIterCommandTest.java|/shell/src/test/java/org/apache/accumulo/shell/format/DeleterFormatterTest.java,726,26,10,0,0,3,0,0,11,1,0,0,0,0,2,8,27
test-smells-accumulo-fluo,/modules/command/src/main/java/org/apache/fluo/command/FluoScan.java,disputado,1,,,,,,,,,0.75,1,1,0,0.75,0,3,8,,,,,,,,,,,,,,,,,1,0,/modules/command/src/test/java/org/apache/fluo/command/ScanTest.java,107,3,25,2,0,7,0,3,0,0,7,0,0,0,1,6,45
test-smells-activemq,/activemq-broker/src/main/java/org/apache/activemq/broker/TransportConnectionState.java,disputado,1,,,,,,,,,0.875,1,1,0,0.875,0,3,8,,,,,,,,,,,,,,,,,1,0,/activemq-unit-tests/src/test/java/org/apache/activemq/security/SimpleAuthenticationPluginTest.java,152,11,1,1,0,1,0,3,0,0,1,0,0,0,0,5,7
test-smells-activemq,/activemq-broker/src/main/java/org/apache/activemq/broker/region/TopicSubscription.java,disputado,1,0.6,1,1,0,0.6,0,3,10,,,,,,,,,,,,,,,,,,,,,,,,,6,1,/activemq-unit-tests/src/test/java/org/apache/activemq/JMSConsumerTest.java|/activemq-unit-tests/src/test/java/org/apache/activemq/broker/TopicSubscriptionTest.java|/activemq-unit-tests/src/test/java/org/apache/activemq/broker/policy/PriorityNetworkDispatchPolicyTest.java|/activemq-unit-tests/src/test/java/org/apache/activemq/broker/region/cursors/AbstractPendingMessageCursorTest.java|/activemq-unit-tests/src/test/java/org/apache/activemq/usecases/AMQ6477Test.java|/activemq-unit-tests/src/test/java/org/apache/activemq/usecases/ExpiredMessagesTest.java,2570,134,52,18,0,11,1,1,2,2,42,0,0,0,17,17,146
test-smells-activemq,/activemq-broker/src/main/java/org/apache/activemq/network/NetworkBridgeStatistics.java,disputado,1,,,,,,,,,0.3333,1,0,0,0.3333,0,1,6,,,,,,,,,,,,,,,,,1,0,/activemq-unit-tests/src/test/java/org/apache/activemq/bugs/AMQ4160Test.java,401,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3
test-smells-activemq,/activemq-broker/src/main/java/org/apache/activemq/store/memory/MemoryPersistenceAdapter.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,7,1,/activemq-spring/src/test/java/org/apache/bugs/AMQ2754Test.java|/activemq-spring/src/test/java/org/apache/bugs/LoadBalanceTest.java|/activemq-unit-tests/src/test/java/org/apache/activemq/broker/jmx/PurgeTest.java|/activemq-unit-tests/src/test/java/org/apache/activemq/broker/region/cursors/MemoryPendingMessageCursorTest.java|/activemq-unit-tests/src/test/java/org/apache/activemq/config/ConfigTest.java|/activemq-unit-tests/src/test/java/org/apache/activemq/store/memory/MemoryMessageStoreSizeStatTest.java|/activemq-unit-tests/src/test/java/org/apache/activemq/usecases/ExpiredMessagesTest.java,1993,60,4,21,0,7,0,9,0,0,14,5,0,2,10,23,72
test-smells-activemq,/activemq-kahadb-store/src/main/java/org/apache/activemq/store/kahadb/disk/util/SequenceSet.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,2,0,/activemq-kahadb-store/src/test/java/org/apache/activemq/store/kahadb/disk/index/ListIndexTest.java|/activemq-kahadb-store/src/test/java/org/apache/activemq/store/kahadb/disk/util/SequenceSetTest.java,947,33,49,40,0,11,22,1,1,31,45,0,0,0,10,16,210
test-smells-activemq-apollo,/apollo-mqtt/src/main/java/org/apache/activemq/apollo/mqtt/dto/MqttDTO.java,positivo_confiavel,1,,,,,,,,,1.25,1,1,1,1.25,0,3,8,,,,,,,,,,,,,,,,,1,0,/apollo-mqtt/src/test/scala/org/apache/activemq/apollo/mqtt/dto/XmlCodecTest.java,52,2,3,0,0,0,0,0,0,0,2,0,0,0,0,2,5
test-smells-admiral,/adapter/kubernetes/src/main/java/com/vmware/admiral/adapter/pks/service/PKSClusterListService.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/adapter/kubernetes/src/test/java/com/vmware/admiral/adapter/pks/service/PKSClusterListServiceTest.java,143,7,5,0,0,0,0,0,1,0,3,0,0,0,0,3,9
test-smells-admiral,/common/src/main/java/com/vmware/admiral/common/util/CertificateCleanupUtil.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/common/src/test/java/com/vmware/admiral/common/util/CertificateCleanupUtilTest.java,216,19,6,0,0,1,0,0,3,0,11,0,0,0,0,4,21
test-smells-admiral,/common/src/main/java/com/vmware/admiral/common/util/DockerImage.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,3,0,/adapter/common/src/test/java/com/vmware/admiral/adapter/docker/util/DockerImageToStringTest.java|/common-test/src/test/java/com/vmware/admiral/common/util/RegistryUtilTest.java|/common/src/test/java/com/vmware/admiral/common/util/DockerImageTest.java,495,33,17,0,0,3,1,0,0,0,6,0,0,0,1,5,28
test-smells-admiral,/compute/src/main/java/com/vmware/admiral/compute/ContainerHostUtil.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,5,0,/compute/src/test/java/com/vmware/admiral/compute/ContainerHostServiceTest.java|/compute/src/test/java/com/vmware/admiral/compute/ContainerHostUtilTest.java|/compute/src/test/java/com/vmware/admiral/compute/cluster/ClusterServiceTest.java|/compute/src/test/java/com/vmware/admiral/compute/container/HostNetworkListDataCollectionTest.java|/request/src/test/java/com/vmware/admiral/request/RequestBaseTest.java,3192,176,151,2,0,10,0,7,5,1,44,0,0,0,12,21,232
test-smells-admiral,/compute/src/main/java/com/vmware/admiral/compute/container/volume/VolumeUtil.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,/request/src/test/java/com/vmware/admiral/request/RequestBrokerServiceTest.java|/request/src/test/java/com/vmware/admiral/request/VolumeUtilTest.java,2920,55,118,44,1,8,0,5,0,4,33,0,0,0,32,12,245
test-smells-admiral,/compute/src/main/java/com/vmware/admiral/compute/content/Binding.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,5,1,/compute/src/test/java/com/vmware/admiral/compute/BindingEvaluatorTest.java|/compute/src/test/java/com/vmware/admiral/compute/BindingUtilsTest.java|/compute/src/test/java/com/vmware/admiral/compute/content/CompositeDescriptionContentServiceTest.java|/compute/src/test/java/com/vmware/admiral/compute/content/CompositeTemplateUtilTest.java|/request/src/test/java/com/vmware/admiral/request/composition/CompositionGraphTest.java,2627,98,180,6,0,12,24,14,1,13,81,0,0,0,17,26,348
test-smells-admiral,/request/src/main/java/com/vmware/admiral/request/ClusteringTaskService.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,/request/src/test/java/com/vmware/admiral/request/ContainerClusteringTaskServiceTest.java|/request/src/test/java/com/vmware/admiral/request/RequestBaseTest.java,1676,70,44,6,0,0,0,15,0,0,36,0,0,0,11,5,112
test-smells-admiral,/request/src/main/java/com/vmware/admiral/request/notification/NotificationsService.java,disputado,1,,,,,,,,,1.125,1,1,0,1.125,0,3,8,,,,,,,,,,,,,,,,,1,0,/request/src/test/java/com/vmware/admiral/request/notifications/NotificationsServiceTest.java,195,10,24,0,0,7,0,0,0,0,18,0,0,0,0,3,49
