github_repo,production_path,n_amostras,sample_ids,smells,estratos,sev_max,repo_status,n_testes,metodos,motivo_sem_ligacao
,/core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/collections/layout/SortedByFacetOnCollectionFromLayoutProperties.java,1,4838704,data class,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/fallback/DescribedAsFacetNone.java,1,4829954,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/ignore/annotation/RemoveAnnotatedMethodsFacetFactory.java,1,4837876,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/imageawt/JavaAwtImageValueFacetUsingSemanticsProviderFactory.java,1,4834610,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/core/metamodel/src/main/java/org/apache/isis/core/metamodel/services/grid/fixedcols/applib/Hint.java,1,4843205,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/ObjectSpecificationAbstract.java,1,4826023,feature envy,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/core/src/main/java/org/springframework/security/saml/saml2/authentication/Status.java,1,7625447,data class,disputado,2,SEM_REPO,0,,repo_indisponivel
,/core/viewer-wicket-impl/src/main/java/org/apache/isis/viewer/wicket/viewer/integration/isis/DeploymentTypeWicketAbstract.java,1,4828331,data class,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/about/JarManifestAttributes.java,1,4841390,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/errors/JGrowlBehaviour.java,1,4832018,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/couchbase-driver/src/main/java/org/jnosql/diana/couchbase/util/CouchbaseClusterUtil.java,1,6276415,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/cruise-control/src/main/java/com/linkedin/kafka/cruisecontrol/analyzer/goals/CpuUsageDistributionGoal.java,1,7047929,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/cruise-control/src/main/java/com/linkedin/kafka/cruisecontrol/analyzer/kafkaassigner/KafkaAssignerDiskUsageDistributionGoal.java,1,7048486,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/cruise-control/src/main/java/com/linkedin/kafka/cruisecontrol/detector/GoalViolationDetector.java,1,7049236,long method,disputado,1,SEM_REPO,0,,repo_indisponivel
,/cruise-control/src/main/java/com/linkedin/kafka/cruisecontrol/monitor/sampling/KafkaSampleStore.java,1,7046440,feature envy,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/Type3Font.java,1,5323752,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/dubbo-registry/dubbo-registry-api/src/main/java/org/apache/dubbo/registry/integration/RegistryProtocol.java,1,7746730,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/dubbo-remoting/dubbo-remoting-api/src/main/java/org/apache/dubbo/remoting/transport/ServerDelegate.java,1,7746473,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/dubbo-remoting/dubbo-remoting-p2p/src/main/java/org/apache/dubbo/remoting/p2p/support/MulticastGroup.java,1,7743791,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/dubbo-rpc/dubbo-rpc-dubbo/src/main/java/org/apache/dubbo/rpc/protocol/dubbo/FutureAdapter.java,1,7733996,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/dubbo-rpc/dubbo-rpc-injvm/src/main/java/org/apache/dubbo/rpc/protocol/injvm/InjvmExporter.java,1,7739565,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/engine-spark/src/main/java/org/apache/kylin/engine/spark/SparkCubingMerge.java,1,5180625,blob,disputado,3,SEM_REPO,0,,repo_indisponivel
,/examples/customLevel/XLevel.java,1,5026271,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/extensions/okhttp/src/main/java/com/google/android/exoplayer2/ext/okhttp/OkHttpDataSource.java,1,3786480,blob,disputado,2,SEM_REPO,0,,repo_indisponivel
,/extras/indexing/src/main/java/org/apache/rya/indexing/accumulo/freetext/query/QueryParserTokenManager.java,1,4780738,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/extras/indexing/src/main/java/org/apache/rya/indexing/mongodb/update/MongoDocumentUpdater.java,1,4774610,data class,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/extras/indexing/src/main/java/org/apache/rya/indexing/smarturi/duplication/ApproxEqualsDetector.java,1,4780381,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/extras/indexing/src/main/java/org/apache/rya/indexing/statement/metadata/matching/StatementMetadataNode.java,1,4773397,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/extras/rya.forwardchain/src/main/java/org/apache/rya/forwardchain/rule/SpinConstructRule.java,1,4783602,data class,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/fontbox/src/main/java/org/apache/fontbox/cff/DataInput.java,1,5321469,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/framework/agents/src/main/java/org/apache/manifoldcf/agents/system/AgentsDaemon.java,1,5117164,long method,positivo_confiavel,2,SEM_REPO,0,,repo_indisponivel
,/framework/base/src/main/java/org/apache/ofbiz/base/metrics/MetricsFactory.java,1,8694129,data class,disputado,3,SEM_REPO,0,,repo_indisponivel
,/framework/base/src/main/java/org/apache/ofbiz/base/util/UtilMisc.java,1,8636574,feature envy,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/framework/base/src/main/java/org/apache/ofbiz/base/util/UtilValidate.java,1,8650167,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/framework/entity/src/main/java/org/apache/ofbiz/entity/GenericModelException.java,1,8660235,data class,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/framework/entity/src/main/java/org/apache/ofbiz/entity/jdbc/ConnectionFactoryLoader.java,1,8698235,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/framework/entity/src/main/java/org/apache/ofbiz/entity/model/ModelUtil.java,1,8636644,long method,disputado,3,SEM_REPO,0,,repo_indisponivel
,/framework/minilang/src/main/java/org/apache/ofbiz/minilang/method/conditional/ConditionalFactory.java,1,8661442,data class,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/framework/pull-agent/src/main/java/org/apache/manifoldcf/crawler/jobs/TrackerClass.java,1,5114470,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/framework/service/src/main/java/org/apache/ofbiz/service/calendar/RecurrenceRule.java,1,8659626,feature envy,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/framework/service/src/main/java/org/apache/ofbiz/service/config/model/ServiceLocation.java,1,8690136,data class,disputado,1,SEM_REPO,0,,repo_indisponivel
,/framework/webapp/src/main/java/org/apache/ofbiz/webapp/view/ApacheFopWorker.java,1,8690430,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/framework/widget/src/main/java/org/apache/ofbiz/widget/model/ModelFormField.java,2,8660273|8691119,data class|long method,negativo_confiavel|positivo_confiavel,3,SEM_REPO,0,,repo_indisponivel
,/framework/widget/src/main/java/org/apache/ofbiz/widget/model/ModelMenuCondition.java,1,8697369,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/framework/widget/src/main/java/org/apache/ofbiz/widget/model/ModelScreenWidget.java,1,8696357,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/framework/widget/src/main/java/org/apache/ofbiz/widget/renderer/TreeStringRenderer.java,1,8658785,data class,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/gobblin-api/src/main/java/org/apache/gobblin/dataset/PartitionDescriptor.java,1,4762838,blob,disputado,1,SEM_REPO,0,,repo_indisponivel
,/gobblin-core/src/main/java/org/apache/gobblin/converter/string/StringToBytesConverter.java,1,4753103,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/gobblin-core/src/main/java/org/apache/gobblin/source/workunit/MultiWorkUnitWeightedQueue.java,1,4747481,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/gobblin-metrics-libs/gobblin-metrics-base/src/main/java/org/apache/gobblin/metrics/event/TimingEvent.java,1,4752038,blob,disputado,2,SEM_REPO,0,,repo_indisponivel
,/gobblin-metrics-libs/gobblin-metrics-base/src/main/java/org/apache/gobblin/metrics/reporter/OutputStreamEventReporter.java,1,4755469,feature envy,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/gobblin-modules/gobblin-codecs/src/main/java/org/apache/gobblin/codec/Base64Codec.java,1,4758737,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/gobblin-modules/gobblin-crypto/src/main/java/org/apache/gobblin/crypto/JsonCredentialStore.java,1,4757087,data class,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/gobblin-modules/gobblin-metadata/src/main/java/org/apache/gobblin/metadata/types/GlobalMetadataJsonMerger.java,1,4747471,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/gobblin-rest-service/gobblin-rest-server/src/main/java/org/apache/gobblin/rest/JobExecutionInfoResource.java,1,4750918,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/gobblin-utility/src/main/java/org/apache/gobblin/util/AvroUtils.java,1,4756088,feature envy,disputado,2,SEM_REPO,0,,repo_indisponivel
,/gobblin-utility/src/main/java/org/apache/gobblin/util/ProxiedFileSystemCache.java,1,4764437,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/hadoop/file-polling/src/main/java/com/oreilly/springdata/hadoop/filepolling/FsShellWritingMessageHandler.java,1,7351843,blob,disputado,2,SEM_REPO,0,,repo_indisponivel
,/headless-services/commons/commons-boot-app-cli/src/main/java/org/springframework/ide/vscode/commons/boot/app/cli/liveproperties/LivePropertySource.java,1,7686456,data class,disputado,1,SEM_REPO,0,,repo_indisponivel
,/headless-services/commons/commons-cf/src/main/java/org/springframework/ide/vscode/commons/cloudfoundry/client/CFRouteImpl.java,1,7689561,data class,positivo_confiavel,3,SEM_REPO,0,,repo_indisponivel
,/headless-services/commons/commons-yaml/src/main/java/org/springframework/ide/vscode/commons/yaml/util/YamlIndentUtil.java,1,7678894,feature envy,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/fs/mem/MemoryFileSystem.java,1,4848736,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/observation/EventStateCollection.java,1,4901677,feature envy,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/NotQuery.java,1,4906479,feature envy,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/security/authorization/UnmodifiableAccessControlList.java,1,4906096,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/version/VersionItemStateManager.java,1,4856596,long method,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
,/jackrabbit-jca/src/main/java/org/apache/jackrabbit/jca/JCARepositoryHandle.java,1,4844449,blob,negativo_confiavel,0,SEM_REPO,0,,repo_indisponivel
