github_repo,production_path,test_path,evidencia
test-smellls-rocketmq,/common/src/main/java/org/apache/rocketmq/common/UtilAll.java,/store/src/test/java/org/apache/rocketmq/store/MappedFileTest.java,import_fqn
test-smellls-rocketmq,/common/src/main/java/org/apache/rocketmq/common/UtilAll.java,/store/src/test/java/org/apache/rocketmq/store/StoreCheckpointTest.java,import_fqn
test-smellls-rocketmq,/common/src/main/java/org/apache/rocketmq/common/UtilAll.java,/store/src/test/java/org/apache/rocketmq/store/index/IndexFileTest.java,import_fqn
test-smellls-rocketmq,/common/src/main/java/org/apache/rocketmq/common/UtilAll.java,/store/src/test/java/org/apache/rocketmq/store/schedule/ScheduleMessageServiceTest.java,import_fqn
test-smellls-rocketmq,/common/src/main/java/org/apache/rocketmq/common/protocol/topic/OffsetMovedEvent.java,/tools/src/test/java/org/apache/rocketmq/tools/monitor/DefaultMonitorListenerTest.java,import_fqn
test-smells-ApplicationInsights-Java,/core/src/main/java/com/microsoft/applicationinsights/internal/processor/PageViewTelemetryFilter.java,/core/src/test/java/com/microsoft/applicationinsights/internal/processor/PageViewTelemetryFilterTest.java,mesmo_pacote
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/extractor/mp4/Mp4Extractor.java,/extensions/flac/src/test/java/com/google/android/exoplayer2/ext/flac/DefaultExtractorsFactoryTest.java,import_fqn
test-smells-ExoPlayer,/testutils_robolectric/src/main/java/com/google/android/exoplayer2/testutil/FakeMediaClockRenderer.java,/library/core/src/test/java/com/google/android/exoplayer2/DefaultMediaClockTest.java,import_fqn
test-smells-ExoPlayer,/testutils_robolectric/src/main/java/com/google/android/exoplayer2/testutil/FakeMediaClockRenderer.java,/library/core/src/test/java/com/google/android/exoplayer2/ExoPlayerTest.java,import_fqn
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/extractor/mp4/Mp4Extractor.java,/library/core/src/test/java/com/google/android/exoplayer2/extractor/DefaultExtractorsFactoryTest.java,import_fqn
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/extractor/mp3/XingSeekerTest.java,import_fqn
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/extractor/mp4/AtomParsersTest.java,import_fqn
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/extractor/mp4/Mp4Extractor.java,/library/core/src/test/java/com/google/android/exoplayer2/extractor/mp4/Mp4ExtractorTest.java,mesmo_pacote
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/extractor/mp4/PsshAtomUtil.java,/library/core/src/test/java/com/google/android/exoplayer2/extractor/mp4/PsshAtomUtilTest.java,mesmo_pacote
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/extractor/mp4/PsshAtomUtilTest.java,import_fqn
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/extractor/ogg/DefaultOggSeekerTest.java,import_fqn
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/extractor/ogg/OggPacketTest.java,import_fqn
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/extractor/ogg/VorbisReaderTest.java,import_fqn
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/extractor/ogg/VorbisUtilTest.java,import_fqn
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/extractor/ts/AdtsReaderTest.java,import_fqn
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/extractor/ts/SectionReaderTest.java,import_fqn
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/extractor/ts/TsExtractorTest.java,import_fqn
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/source/SampleQueueTest.java,import_fqn
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/text/ttml/TtmlDecoder.java,/library/core/src/test/java/com/google/android/exoplayer2/text/ttml/TtmlDecoderTest.java,mesmo_pacote
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/text/webvtt/CssParserTest.java,import_fqn
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/trackselection/AdaptiveTrackSelection.java,/library/core/src/test/java/com/google/android/exoplayer2/trackselection/AdaptiveTrackSelectionTest.java,mesmo_pacote
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/util/ParsableByteArrayTest.java,mesmo_pacote
test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/util/UtilTest.java,mesmo_pacote
test-smells-Jprotobuf-rpc-socket,/jprotobuf-rpc-core/src/main/java/com/baidu/jprotobuf/pbrpc/data/RpcMeta.java,/jprotobuf-rpc-core/src/test/java/com/baidu/jprotobuf/pbrpc/data/RpcDataPackageTest.java,mesmo_pacote
test-smells-Jprotobuf-rpc-socket,/jprotobuf-rpc-core/src/main/java/com/baidu/jprotobuf/pbrpc/data/RpcMeta.java,/jprotobuf-rpc-core/src/test/java/com/baidu/jprotobuf/pbrpc/data/RpcMetaTest.java,mesmo_pacote
test-smells-MOE,/client/src/main/java/com/google/devtools/moe/client/testing/InMemoryProjectContextFactory.java,/client/src/test/java/com/google/devtools/moe/client/directives/BookkeepingDirectiveTest.java,import_fqn
test-smells-MOE,/client/src/main/java/com/google/devtools/moe/client/testing/InMemoryProjectContextFactory.java,/client/src/test/java/com/google/devtools/moe/client/directives/ChangeDirectiveTest.java,import_fqn
test-smells-MOE,/client/src/main/java/com/google/devtools/moe/client/testing/InMemoryProjectContextFactory.java,/client/src/test/java/com/google/devtools/moe/client/directives/CreateCodebaseDirectiveTest.java,import_fqn
test-smells-MOE,/client/src/main/java/com/google/devtools/moe/client/testing/InMemoryProjectContextFactory.java,/client/src/test/java/com/google/devtools/moe/client/directives/DetermineMetadataDirectiveTest.java,import_fqn
test-smells-MOE,/client/src/main/java/com/google/devtools/moe/client/testing/InMemoryProjectContextFactory.java,/client/src/test/java/com/google/devtools/moe/client/directives/FindEquivalenceDirectiveTest.java,import_fqn
test-smells-MOE,/client/src/main/java/com/google/devtools/moe/client/testing/InMemoryProjectContextFactory.java,/client/src/test/java/com/google/devtools/moe/client/directives/HighestRevisionDirectiveTest.java,import_fqn
test-smells-MOE,/client/src/main/java/com/google/devtools/moe/client/testing/InMemoryProjectContextFactory.java,/client/src/test/java/com/google/devtools/moe/client/directives/LastEquivalenceDirectiveTest.java,import_fqn
test-smells-MOE,/client/src/main/java/com/google/devtools/moe/client/testing/InMemoryProjectContextFactory.java,/client/src/test/java/com/google/devtools/moe/client/directives/NoteEquivalenceDirectiveTest.java,import_fqn
test-smells-MOE,/client/src/main/java/com/google/devtools/moe/client/testing/InMemoryProjectContextFactory.java,/client/src/test/java/com/google/devtools/moe/client/directives/OneMigrationDirectiveTest.java,import_fqn
test-smells-RapidView,/luaj_virtual_machine/src/core/org/luaj/vm2/lib/OneArgFunction.java,/luaj_virtual_machine/test/junit/org/luaj/vm2/OrphanedThreadTest.java,import_fqn
test-smells-RapidView,/luaj_virtual_machine/src/core/org/luaj/vm2/lib/OneArgFunction.java,/luaj_virtual_machine/test/junit/org/luaj/vm2/script/ScriptEngineTests.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/hotspot/jtreg/compiler/jvmci/jdk.vm.ci.runtime.test/src/jdk/vm/ci/runtime/test/RedefineClassTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/regex/Matcher.java,/test/hotspot/jtreg/serviceability/dcmd/compiler/CodeCacheTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/hotspot/jtreg/serviceability/dcmd/gc/HeapDumpTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/hotspot/jtreg/serviceability/dcmd/gc/RunGCTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/regex/Matcher.java,/test/hotspot/jtreg/serviceability/dcmd/jvmti/DataDumpDcmdTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/regex/Matcher.java,/test/hotspot/jtreg/serviceability/dcmd/jvmti/LoadAgentDcmdTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/regex/Matcher.java,/test/hotspot/jtreg/serviceability/dcmd/vm/ClassHierarchyTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/regex/Matcher.java,/test/hotspot/jtreg/serviceability/dcmd/vm/ClassLoaderStatsTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/function/Function.java,/test/jaxp/javax/xml/jaxp/functional/javax/xml/datatype/ptests/DurationTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jaxp/javax/xml/jaxp/functional/javax/xml/transform/ptests/TransformTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jaxp/javax/xml/jaxp/functional/javax/xml/validation/ptests/SchemaFactoryTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jaxp/javax/xml/jaxp/functional/javax/xml/xpath/ptests/XPathExpressionTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jaxp/javax/xml/jaxp/functional/javax/xml/xpath/ptests/XPathTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jaxp/javax/xml/jaxp/functional/test/astro/AstroTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jaxp/javax/xml/jaxp/module/ServiceProviderTest/XMLReaderFactoryTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jaxp/javax/xml/jaxp/unittest/catalog/CatalogFileInputTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/function/Function.java,/test/jaxp/javax/xml/jaxp/unittest/common/EncodingErrorsReportingTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jaxp/javax/xml/jaxp/unittest/sax/SAXParserTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jaxp/javax/xml/jaxp/unittest/transform/CR6551600Test.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jaxp/javax/xml/jaxp/unittest/transform/NamespacePrefixTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jaxp/javax/xml/jaxp/unittest/transform/XSLTFunctionsTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jaxp/javax/xml/jaxp/unittest/transform/sort/SortTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jaxp/javax/xml/jaxp/unittest/validation/Bug6773084Test.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jdk/java/io/PrintStream/EncodingTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jdk/java/io/PrintWriter/EncodingTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jdk/java/lang/Class/GetPackageTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jdk/java/lang/Class/forName/modules/TestDriver.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jdk/java/lang/ModuleLayer/automatic/AutomaticModulesTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jdk/java/lang/Package/annotation/PackageInfoTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jdk/java/lang/ProcessHandle/InfoTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/ConcurrentHashMap.java,/test/jdk/java/lang/ProcessHandle/OnExitTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/ConcurrentHashMap.java,/test/jdk/java/lang/ProcessHandle/TreeTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jdk/java/lang/invoke/DefineClassTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jdk/java/lang/invoke/lambda/LogGeneratedClassesTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jdk/java/lang/module/AutomaticModulesTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jdk/java/lang/module/ConfigurationTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/ConcurrentHashMap.java,/test/jdk/java/lang/ref/CleanerTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jdk/java/net/httpclient/AsFileDownloadTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/BufferingSubscriberCancelTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/BufferingSubscriberErrorCompleteTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/BufferingSubscriberTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/ConcurrentHashMap.java,/test/jdk/java/net/httpclient/CookieHeaderTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/ConcurrentHashMap.java,/test/jdk/java/net/httpclient/DependentActionsTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/DependentActionsTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/ConcurrentHashMap.java,/test/jdk/java/net/httpclient/DependentPromiseActionsTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/DependentPromiseActionsTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/function/Function.java,/test/jdk/java/net/httpclient/DependentPromiseActionsTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/function/Function.java,/test/jdk/java/net/httpclient/FlowAdapterSubscriberTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/GZIPInputStreamTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/function/Function.java,/test/jdk/java/net/httpclient/GZIPInputStreamTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/ConcurrentHashMap.java,/test/jdk/java/net/httpclient/HeadTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/HeadersTest1.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/function/Function.java,/test/jdk/java/net/httpclient/LineBodyHandlerTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/jdk/java/net/httpclient/RequestBodyTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/ConcurrentHashMap.java,/test/jdk/java/net/httpclient/RequestBodyTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/ConcurrentHashMap.java,/test/jdk/java/net/httpclient/ServerCloseTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/ServerCloseTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/function/Function.java,/test/jdk/java/net/httpclient/SpecialHeadersTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/LinkedList.java,/test/jdk/java/net/httpclient/TestKitTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/LinkedList.java,/test/jdk/java/net/httpclient/http2/BasicTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/http2/BasicTest.java,wildcard
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/http2/ErrorTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/http2/FixedThreadPoolTest.java,wildcard
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/http2/NoBodyTest.java,wildcard
test-smells-SapMachine,/src/java.base/share/classes/java/util/LinkedList.java,/test/jdk/java/net/httpclient/http2/java.net.http/jdk/internal/net/http/hpack/DecoderTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/LinkedList.java,/test/jdk/java/net/httpclient/http2/java.net.http/jdk/internal/net/http/hpack/EncoderTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/function/Function.java,/test/jdk/java/net/httpclient/http2/java.net.http/jdk/internal/net/http/hpack/EncoderTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/regex/Matcher.java,/test/jdk/java/net/httpclient/http2/java.net.http/jdk/internal/net/http/hpack/HuffmanTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/regex/Matcher.java,/test/jdk/java/net/httpclient/http2/java.net.http/jdk/internal/net/http/hpack/SimpleHeaderTableTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/websocket/WSHandshakeExceptionTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/function/Function.java,/test/jdk/java/net/httpclient/websocket/WebSocketBuilderTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/function/Function.java,/test/jdk/java/net/httpclient/websocket/WebSocketProxyTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/function/Function.java,/test/jdk/java/net/httpclient/websocket/WebSocketTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/LinkedList.java,/test/jdk/java/net/httpclient/websocket/java.net.http/jdk/internal/net/http/websocket/MessageQueueTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/websocket/java.net.http/jdk/internal/net/http/websocket/MessageQueueTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/ConcurrentHashMap.java,/test/jdk/java/net/httpclient/whitebox/java.net.http/jdk/internal/net/http/AuthenticationFilterTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/whitebox/java.net.http/jdk/internal/net/http/FlowTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/whitebox/java.net.http/jdk/internal/net/http/SSLEchoTubeTest.java,import_fqn
test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/net/httpclient/whitebox/java.net.http/jdk/internal/net/http/SSLTubeTest.java,import_fqn
