review_id,sample_id,reviewer_id,smell,severidade,severidade_num,review_timestamp,is_crosscheck
13271,3732429,1,data class,none,0,2019-08-29 13:05:54.599349,1
13272,3732429,1,blob,major,2,2019-08-29 13:05:54.601778,1
3793,3735879,4,long method,none,0,2019-04-05 13:25:01.564762,0
3794,3735879,4,feature envy,none,0,2019-04-05 13:25:01.569327,0
6241,3738168,20,long method,none,0,2019-04-19 15:31:41.558622,0
6242,3738168,20,feature envy,none,0,2019-04-19 15:31:41.565318,0
9410,3739360,4,long method,minor,1,2019-07-23 20:04:16.466759,0
9411,3739360,4,feature envy,none,0,2019-07-23 20:04:16.489933,0
10199,3739360,3,long method,minor,1,2019-07-25 21:08:21.131269,0
10200,3739360,3,feature envy,none,0,2019-07-25 21:08:21.135415,0
9372,3741534,4,feature envy,none,0,2019-07-23 19:53:22.310712,0
9373,3741534,4,long method,none,0,2019-07-23 19:53:22.316395,0
8327,3742330,1,long method,none,0,2019-07-19 09:22:39.460651,0
8328,3742330,1,feature envy,none,0,2019-07-19 09:22:39.468297,0
4258,3743029,7,long method,none,0,2019-04-10 09:40:58.224900,0
4259,3743029,7,feature envy,none,0,2019-04-10 09:40:58.245142,0
3661,3749791,20,long method,none,0,2019-04-05 13:16:43.067028,0
3662,3749791,20,feature envy,none,0,2019-04-05 13:16:43.068011,0
1913,3753086,5,feature envy,none,0,2019-03-29 14:33:52.222606,0
1914,3753086,5,long method,none,0,2019-03-29 14:33:52.223398,0
1915,3753095,1,feature envy,none,0,2019-03-29 14:34:00.090481,0
1916,3753095,1,long method,none,0,2019-03-29 14:34:00.099827,0
10081,3754188,4,blob,none,0,2019-07-24 21:56:46.658184,0
10082,3754188,4,data class,none,0,2019-07-24 21:56:46.668936,0
4627,3756805,20,blob,none,0,2019-04-12 13:14:53.321986,0
4628,3756805,20,data class,none,0,2019-04-12 13:14:53.324670,0
3471,3757097,4,blob,none,0,2019-04-05 13:05:05.257373,0
3472,3757097,4,data class,major,2,2019-04-05 13:05:05.468190,0
12630,3757097,3,blob,minor,1,2019-08-06 20:05:26.120416,1
12631,3757097,3,data class,major,2,2019-08-06 20:05:26.120971,1
13679,3757097,1,blob,none,0,2019-08-30 11:15:17.603262,1
13680,3757097,1,data class,major,2,2019-08-30 11:15:17.603645,1
8117,3759000,3,data class,none,0,2019-07-18 12:22:20.363893,0
8118,3759000,3,blob,none,0,2019-07-18 12:22:20.366254,0
4451,3761009,5,blob,none,0,2019-04-12 12:35:37.249191,0
4452,3761009,5,data class,none,0,2019-04-12 12:35:37.258339,0
1917,3762543,1,blob,none,0,2019-03-29 14:34:17.152854,0
1918,3762543,1,data class,none,0,2019-03-29 14:34:17.153513,0
3180,3762849,5,feature envy,none,0,2019-04-05 12:42:53.058676,0
3181,3762849,5,long method,none,0,2019-04-05 12:42:53.078099,0
5992,3763661,20,blob,none,0,2019-04-19 13:10:25.611926,0
5993,3763661,20,data class,major,2,2019-04-19 13:10:25.612437,0
12400,3763661,3,blob,minor,1,2019-08-06 13:41:35.746638,1
12401,3763661,3,data class,major,2,2019-08-06 13:41:35.747276,1
15005,3763661,13,data class,major,2,2019-09-12 10:13:21.581550,1
15006,3763661,13,blob,none,0,2019-09-12 10:13:21.582312,1
9737,3763789,10,long method,none,0,2019-07-24 11:10:52.651429,0
9738,3763789,10,feature envy,none,0,2019-07-24 11:10:52.653938,0
8223,3763847,3,blob,none,0,2019-07-18 14:24:24.386335,0
8224,3763847,3,data class,critical,3,2019-07-18 14:24:24.395636,0
13179,3763847,11,blob,none,0,2019-08-23 07:21:08.786140,1
13180,3763847,11,data class,minor,1,2019-08-23 07:21:08.786894,1
14203,3763847,20,blob,none,0,2019-09-04 10:31:53.518336,1
14204,3763847,20,data class,major,2,2019-09-04 10:31:53.518862,1
15147,3763847,4,data class,major,2,2019-09-12 19:44:58.872791,1
15148,3763847,4,blob,none,0,2019-09-12 19:44:58.879616,1
6625,3764238,3,blob,major,2,2019-05-20 08:50:46.523399,0
6626,3764238,3,data class,none,0,2019-05-20 08:50:46.523980,0
13217,3764238,13,blob,none,0,2019-08-23 10:22:33.505095,1
13218,3764238,13,data class,none,0,2019-08-23 10:22:33.505671,1
13521,3764238,34,blob,major,2,2019-08-29 15:58:51.452906,1
13522,3764238,34,data class,none,0,2019-08-29 15:58:51.457664,1
9827,3764491,4,data class,minor,1,2019-07-24 12:59:31.992504,0
9828,3764491,4,blob,none,0,2019-07-24 12:59:31.992847,0
11800,3764491,3,blob,none,0,2019-08-05 20:07:26.727906,1
11801,3764491,3,data class,none,0,2019-08-05 20:07:26.735319,1
14995,3764491,13,blob,none,0,2019-09-12 10:10:01.608470,1
14996,3764491,13,data class,critical,3,2019-09-12 10:10:01.608810,1
15219,3764491,21,blob,none,0,2019-09-13 05:42:24.990089,1
15220,3764491,21,data class,none,0,2019-09-13 05:42:24.990898,1
6881,3770892,3,long method,none,0,2019-05-20 10:02:49.964812,0
6882,3770892,3,feature envy,none,0,2019-05-20 10:02:49.981036,0
1919,3772084,1,blob,none,0,2019-03-29 14:34:28.953164,0
1920,3772084,1,data class,none,0,2019-03-29 14:34:28.953905,0
1921,3772718,1,blob,none,0,2019-03-29 14:34:49.520808,0
1922,3772718,1,data class,none,0,2019-03-29 14:34:49.521761,0
4973,3775458,20,long method,none,0,2019-04-12 14:44:11.061292,0
4974,3775458,20,feature envy,none,0,2019-04-12 14:44:11.061613,0
5806,3779095,5,data class,none,0,2019-04-19 10:04:53.551472,0
5807,3779095,5,blob,none,0,2019-04-19 10:04:53.551811,0
7403,3780834,5,feature envy,none,0,2019-05-26 12:40:47.957227,0
7404,3780834,5,long method,none,0,2019-05-26 12:40:47.959098,0
5888,3782985,5,feature envy,none,0,2019-04-19 11:45:21.631820,0
5889,3782985,5,long method,none,0,2019-04-19 11:45:21.665364,0
7179,3784303,5,long method,none,0,2019-05-24 14:47:02.622963,0
7180,3784303,5,feature envy,none,0,2019-05-24 14:47:02.625152,0
4371,3785267,13,data class,none,0,2019-04-12 12:12:13.765510,0
4372,3785267,13,blob,none,0,2019-04-12 12:12:13.769477,0
7143,3785309,5,long method,none,0,2019-05-24 14:05:10.720466,0
7144,3785309,5,feature envy,none,0,2019-05-24 14:05:10.724059,0
6905,3786480,3,blob,major,2,2019-05-20 10:06:17.208574,0
6906,3786480,3,data class,minor,1,2019-05-20 10:06:17.208915,0
10759,3786480,4,data class,none,0,2019-07-26 20:04:52.639372,1
10760,3786480,4,blob,major,2,2019-07-26 20:04:52.642808,1
12935,3786480,20,blob,none,0,2019-08-16 13:29:51.110353,1
12936,3786480,20,data class,none,0,2019-08-16 13:29:51.116910,1
5093,3787706,5,data class,none,0,2019-04-12 14:58:40.504466,0
5094,3787706,5,blob,none,0,2019-04-12 14:58:40.504934,0
7199,3788627,5,blob,none,0,2019-05-26 08:42:43.875393,0
7200,3788627,5,data class,major,2,2019-05-26 08:42:43.875725,0
10393,3788627,4,blob,none,0,2019-07-26 09:43:27.456862,1
10394,3788627,4,data class,none,0,2019-07-26 09:43:27.460902,1
12762,3788627,3,blob,critical,3,2019-08-06 21:11:37.282990,1
12763,3788627,3,data class,none,0,2019-08-06 21:11:37.287152,1
8161,3789205,3,blob,major,2,2019-07-18 12:31:56.867897,0
8162,3789205,3,data class,none,0,2019-07-18 12:31:56.874072,0
10739,3789205,4,blob,minor,1,2019-07-26 19:53:51.047972,1
10740,3789205,4,data class,none,0,2019-07-26 19:53:51.059193,1
14241,3789205,5,blob,none,0,2019-09-04 13:01:36.825478,1
14242,3789205,5,data class,none,0,2019-09-04 13:01:36.871409,1
15293,3789205,21,blob,none,0,2019-09-13 06:37:52.600619,1
15294,3789205,21,data class,none,0,2019-09-13 06:37:52.605489,1
3214,3790421,1,long method,none,0,2019-04-05 12:45:14.827250,0
3215,3790421,1,feature envy,none,0,2019-04-05 12:45:14.888653,0
4320,3790799,5,data class,none,0,2019-04-12 12:03:29.453909,0
4321,3790799,5,blob,minor,1,2019-04-12 12:03:29.454542,0
10345,3790799,4,blob,minor,1,2019-07-26 09:26:10.129082,1
10346,3790799,4,data class,none,0,2019-07-26 09:26:10.138574,1
11302,3790799,3,blob,minor,1,2019-08-04 21:47:31.989403,1
11303,3790799,3,data class,none,0,2019-08-04 21:47:32.007469,1
3036,3791275,20,long method,none,0,2019-04-05 12:29:46.108670,0
3037,3791275,20,feature envy,none,0,2019-04-05 12:29:46.109239,0
8545,3791832,4,blob,none,0,2019-07-19 12:38:36.878659,0
8546,3791832,4,data class,major,2,2019-07-19 12:38:36.930556,0
11026,3791832,3,blob,major,2,2019-08-01 23:55:46.975184,1
11027,3791832,3,data class,major,2,2019-08-01 23:55:46.975546,1
13323,3791832,1,blob,none,0,2019-08-29 13:48:41.156331,1
13324,3791832,1,data class,major,2,2019-08-29 13:48:41.156684,1
5127,3794102,20,feature envy,none,0,2019-04-12 15:01:13.689086,0
5128,3794102,20,long method,none,0,2019-04-12 15:01:13.695309,0
5222,3795599,20,blob,none,0,2019-04-12 15:07:38.995694,0
5223,3795599,20,data class,none,0,2019-04-12 15:07:39.019759,0
4499,3796407,5,feature envy,none,0,2019-04-12 13:00:22.866508,0
4500,3796407,5,long method,none,0,2019-04-12 13:00:22.876070,0
7851,3796929,3,data class,critical,3,2019-07-17 19:14:53.741006,0
7852,3796929,3,blob,minor,1,2019-07-17 19:14:53.747918,0
10872,3796929,1,data class,major,2,2019-07-29 12:07:34.337605,1
10873,3796929,1,blob,none,0,2019-07-29 12:07:34.337129,1
13511,3796929,34,blob,minor,1,2019-08-29 15:52:14.900407,1
13512,3796929,34,data class,none,0,2019-08-29 15:52:14.906353,1
14491,3796929,4,blob,none,0,2019-09-11 13:45:27.371619,1
14492,3796929,4,data class,critical,3,2019-09-11 13:45:27.399088,1
5620,3797814,6,blob,none,0,2019-04-16 18:30:49.791543,0
5621,3797814,6,data class,major,2,2019-04-16 18:30:49.798798,0
12100,3797814,3,blob,minor,1,2019-08-06 07:40:16.747587,1
12101,3797814,3,data class,none,0,2019-08-06 07:40:16.750984,1
13237,3797814,1,blob,none,0,2019-08-29 11:41:03.586030,1
13238,3797814,1,data class,major,2,2019-08-29 11:41:03.586617,1
3858,3797964,1,blob,none,0,2019-04-05 13:28:17.857778,0
3859,3797964,1,data class,major,2,2019-04-05 13:28:17.878241,0
11254,3797964,3,data class,none,0,2019-08-04 19:59:24.848687,1
11255,3797964,3,blob,none,0,2019-08-04 19:59:24.849048,1
13161,3797964,11,data class,minor,1,2019-08-23 07:19:56.398015,1
13162,3797964,11,blob,none,0,2019-08-23 07:19:56.398322,1
13221,3797964,13,data class,critical,3,2019-08-23 11:22:51.877639,1
13222,3797964,13,blob,none,0,2019-08-23 11:22:51.878468,1
13897,3797964,15,blob,none,0,2019-09-01 16:05:42.657657,1
13898,3797964,15,data class,major,2,2019-09-01 16:05:42.659248,1
9773,3799104,4,feature envy,none,0,2019-07-24 12:41:03.377449,0
9774,3799104,4,long method,none,0,2019-07-24 12:41:03.377814,0
8163,3800392,3,long method,none,0,2019-07-18 12:32:08.686305,0
8164,3800392,3,feature envy,none,0,2019-07-18 12:32:08.686690,0
5103,3801914,20,long method,none,0,2019-04-12 14:59:09.151824,0
5104,3801914,20,feature envy,none,0,2019-04-12 14:59:09.154215,0
6953,3803712,3,long method,none,0,2019-05-20 10:14:55.472583,0
6954,3803712,3,feature envy,none,0,2019-05-20 10:14:55.473079,0
9945,3804138,4,blob,none,0,2019-07-24 14:40:58.391893,0
9946,3804138,4,data class,none,0,2019-07-24 14:40:58.392248,0
5764,3804285,25,long method,none,0,2019-04-17 09:50:18.336231,0
5765,3804285,25,feature envy,none,0,2019-04-17 09:50:18.340773,0
3000,3807471,14,long method,critical,3,2019-04-05 12:27:11.429602,0
3001,3807471,14,feature envy,minor,1,2019-04-05 12:27:11.446701,0
10169,3807471,13,long method,none,0,2019-07-25 16:14:45.982560,0
10170,3807471,13,feature envy,minor,1,2019-07-25 16:14:45.984999,0
12441,3807471,3,feature envy,none,0,2019-08-06 16:33:01.793123,1
12442,3807471,3,long method,none,0,2019-08-06 16:33:01.793716,1
5850,3808598,5,feature envy,none,0,2019-04-19 11:23:35.154896,0
5851,3808598,5,long method,none,0,2019-04-19 11:23:35.156441,0
2763,3809437,20,feature envy,none,0,2019-04-05 12:10:25.149359,0
2764,3809437,20,long method,none,0,2019-04-05 12:10:25.150544,0
3308,3811653,17,long method,none,0,2019-04-05 12:51:43.848448,0
3309,3811653,17,feature envy,major,2,2019-04-05 12:51:43.849087,0
11752,3811653,3,feature envy,none,0,2019-08-05 19:36:37.522252,1
11753,3811653,3,long method,none,0,2019-08-05 19:36:37.541209,1
13459,3811653,1,long method,none,0,2019-08-29 15:20:28.098420,1
13460,3811653,1,feature envy,none,0,2019-08-29 15:20:28.099284,1
6527,3812099,5,feature envy,none,0,2019-05-10 11:49:19.561770,0
6528,3812099,5,long method,none,0,2019-05-10 11:49:19.562503,0
9555,3812473,4,blob,none,0,2019-07-23 21:00:23.637812,0
9556,3812473,4,data class,minor,1,2019-07-23 21:00:23.639176,0
11388,3812473,3,blob,none,0,2019-08-04 22:44:59.564183,1
11389,3812473,3,data class,none,0,2019-08-04 22:44:59.565152,1
13575,3812473,1,blob,none,0,2019-08-30 09:15:43.720957,1
13576,3812473,1,data class,major,2,2019-08-30 09:15:43.721298,1
14193,3812473,20,data class,major,2,2019-09-04 10:20:26.757949,1
14194,3812473,20,blob,none,0,2019-09-04 10:20:26.759081,1
8657,3813750,1,blob,none,0,2019-07-19 13:58:51.277413,0
8658,3813750,1,data class,none,0,2019-07-19 13:58:51.277929,0
8709,3814167,1,feature envy,none,0,2019-07-19 14:35:44.034598,0
8710,3814167,1,long method,none,0,2019-07-19 14:35:44.034930,0
9731,3814315,10,blob,none,0,2019-07-24 11:09:13.767253,0
9732,3814315,10,data class,minor,1,2019-07-24 11:09:13.773117,0
11632,3814315,3,blob,minor,1,2019-08-05 13:09:10.400296,1
11633,3814315,3,data class,none,0,2019-08-05 13:09:10.402637,1
13435,3814315,1,data class,major,2,2019-08-29 14:25:31.208969,1
13436,3814315,1,blob,none,0,2019-08-29 14:25:31.209402,1
14888,3814315,20,blob,none,0,2019-09-12 09:37:56.320009,1
14889,3814315,20,data class,none,0,2019-09-12 09:37:56.320322,1
5514,3817294,6,long method,none,0,2019-04-16 18:10:41.441268,0
5515,3817294,6,feature envy,none,0,2019-04-16 18:10:41.441611,0
2765,3817323,20,data class,critical,3,2019-04-05 12:10:38.328093,0
2766,3817323,20,blob,none,0,2019-04-05 12:10:38.333331,0
10657,3817323,10,blob,none,0,2019-07-26 13:10:28.525264,1
10658,3817323,10,data class,minor,1,2019-07-26 13:10:28.525612,1
11174,3817323,3,data class,minor,1,2019-08-02 12:50:31.638887,1
11175,3817323,3,blob,none,0,2019-08-02 12:50:31.639251,1
7857,3818939,3,long method,none,0,2019-07-17 19:16:30.809629,0
7858,3818939,3,feature envy,none,0,2019-07-17 19:16:30.810455,0
8771,3819835,1,data class,none,0,2019-07-19 15:02:33.791738,0
8772,3819835,1,blob,none,0,2019-07-19 15:02:33.815027,0
6139,3819885,20,long method,none,0,2019-04-19 13:23:15.887594,0
6140,3819885,20,feature envy,none,0,2019-04-19 13:23:15.901285,0
4156,3820002,23,data class,major,2,2019-04-07 09:22:55.657569,0
4157,3820002,23,blob,none,0,2019-04-07 09:22:55.658349,0
11428,3820002,3,blob,none,0,2019-08-04 22:53:30.265941,1
11429,3820002,3,data class,minor,1,2019-08-04 22:53:30.266333,1
13177,3820002,11,data class,minor,1,2019-08-23 07:21:02.293220,1
13178,3820002,11,blob,minor,1,2019-08-23 07:21:02.293613,1
2821,3822072,5,data class,none,0,2019-04-05 12:13:34.515796,0
2822,3822072,5,blob,none,0,2019-04-05 12:13:34.516087,0
7945,3823798,3,long method,none,0,2019-07-18 00:11:00.615293,0
7946,3823798,3,feature envy,none,0,2019-07-18 00:11:00.617062,0
6373,3824920,7,long method,none,0,2019-04-23 17:17:56.160282,0
6374,3824920,7,feature envy,minor,1,2019-04-23 17:17:56.163586,0
11420,3824920,3,feature envy,none,0,2019-08-04 22:52:30.676529,1
11421,3824920,3,long method,none,0,2019-08-04 22:52:30.677156,1
12856,3824920,20,long method,none,0,2019-08-16 13:13:33.810736,1
12857,3824920,20,feature envy,none,0,2019-08-16 13:13:33.811946,1
3673,3825676,20,long method,none,0,2019-04-05 13:17:38.994447,0
3674,3825676,20,feature envy,none,0,2019-04-05 13:17:39.015605,0
5045,3827535,20,blob,minor,1,2019-04-12 14:56:07.357564,0
5046,3827535,20,data class,none,0,2019-04-12 14:56:07.358155,0
11862,3827535,3,data class,none,0,2019-08-05 20:40:05.662346,1
11863,3827535,3,blob,critical,3,2019-08-05 20:40:05.662700,1
13623,3827535,1,blob,major,2,2019-08-30 09:30:47.708962,1
13624,3827535,1,data class,none,0,2019-08-30 09:30:47.718987,1
15035,3827535,4,blob,minor,1,2019-09-12 10:23:04.727484,1
15036,3827535,4,data class,none,0,2019-09-12 10:23:04.733003,1
3491,3827991,20,blob,none,0,2019-04-05 13:05:51.083104,0
3492,3827991,20,data class,none,0,2019-04-05 13:05:51.086155,0
6335,3828619,7,long method,none,0,2019-04-23 16:35:50.197719,0
6336,3828619,7,feature envy,none,0,2019-04-23 16:35:50.198049,0
7031,3829184,3,long method,none,0,2019-05-20 10:21:12.360329,0
7032,3829184,3,feature envy,none,0,2019-05-20 10:21:12.360678,0
4433,3831179,5,long method,none,0,2019-04-12 12:31:29.715575,0
4434,3831179,5,feature envy,none,0,2019-04-12 12:31:29.717403,0
6393,3834247,7,long method,minor,1,2019-04-23 17:20:40.320912,0
6394,3834247,7,feature envy,major,2,2019-04-23 17:20:40.324343,0
12156,3834247,3,feature envy,none,0,2019-08-06 07:55:45.142830,1
12157,3834247,3,long method,minor,1,2019-08-06 07:55:45.143588,1
15175,3834247,4,feature envy,minor,1,2019-09-12 19:53:22.349929,1
15176,3834247,4,long method,minor,1,2019-09-12 19:53:22.356820,1
15247,3834247,21,long method,none,0,2019-09-13 05:50:25.827389,1
15248,3834247,21,feature envy,none,0,2019-09-13 05:50:25.827730,1
4176,3836401,23,blob,none,0,2019-04-07 09:26:54.874355,0
4177,3836401,23,data class,none,0,2019-04-07 09:26:54.874887,0
9312,3839255,20,long method,none,0,2019-07-23 15:32:58.079084,0
9313,3839255,20,feature envy,none,0,2019-07-23 15:32:58.115478,0
4030,3839517,20,blob,none,0,2019-04-05 15:12:01.799868,0
4031,3839517,20,data class,none,0,2019-04-05 15:12:01.801439,0
7089,3843851,5,feature envy,none,0,2019-05-24 08:09:51.145030,0
7090,3843851,5,long method,none,0,2019-05-24 08:09:51.145360,0
3815,3844294,4,long method,none,0,2019-04-05 13:26:16.732911,0
3816,3844294,4,feature envy,none,0,2019-04-05 13:26:16.734182,0
4008,3846700,5,blob,none,0,2019-04-05 15:07:55.167810,0
4009,3846700,5,data class,none,0,2019-04-05 15:07:55.168234,0
1925,3848916,16,long method,none,0,2019-03-29 17:17:00.645021,0
1926,3848916,16,feature envy,none,0,2019-03-29 17:17:00.649048,0
1923,3849158,16,long method,none,0,2019-03-29 17:14:52.366776,0
1924,3849158,16,feature envy,none,0,2019-03-29 17:14:52.435607,0
6429,3850165,7,blob,none,0,2019-04-23 17:24:46.234432,0
6430,3850165,7,data class,major,2,2019-04-23 17:24:46.234784,0
12370,3850165,3,blob,none,0,2019-08-06 13:14:21.328095,1
12371,3850165,3,data class,minor,1,2019-08-06 13:14:21.329346,1
13145,3850165,11,data class,major,2,2019-08-23 07:18:14.650146,1
13146,3850165,11,blob,none,0,2019-08-23 07:18:14.649833,1
9508,3851209,4,long method,none,0,2019-07-23 20:40:49.192410,0
9509,3851209,4,feature envy,none,0,2019-07-23 20:40:49.203454,0
3072,3851625,17,long method,none,0,2019-04-05 12:32:37.708557,0
3073,3851625,17,feature envy,none,0,2019-04-05 12:32:37.714539,0
5462,3856241,6,blob,none,0,2019-04-16 18:00:11.171808,0
5463,3856241,6,data class,none,0,2019-04-16 18:00:11.172730,0
1929,3856345,16,long method,none,0,2019-03-29 17:22:00.892286,0
1930,3856345,16,feature envy,major,2,2019-03-29 17:22:00.940566,0
12430,3856345,3,long method,none,0,2019-08-06 16:31:03.251997,1
